questionId,optionId,dimensionCode,subdimensionCode,variantType,primarySignal,secondarySignals,primaryAxisContribution,secondaryAxisModifiers,signalStrength,confidenceBand,sensitivityHandling,reviewRouting,crossFamilyHandling,safetyNotes,correctionNotes
Q060,A,EL,EL_AFTER_EFFECT,reflection_revisit,unclear_load,"load_externalization, later_review, self_observation_strength","[awareness_reflection_axis] + [emotional_load_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_review,modifier_only,non_clinical_emotional_load_boundary; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity,"reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q060,B,EL,EL_AFTER_EFFECT,reflection_revisit,social_load_residue,"social_modulation, reply_delay_buffer, later_review, self_observation_strength","[awareness_reflection_axis, social_context_modulation_axis] + [emotional_load_axis, social_distance_axis, awareness_reflection_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; reply_delay_buffer: cross-family auxiliary modifier; does not create independent subdimension conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_human_review_sensitive,modifier_only,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q060,C,EL,EL_AFTER_EFFECT,reflection_revisit,transition_buffer,"later_review, self_observation_strength","[awareness_reflection_axis] + [rhythm_structure_axis, awareness_reflection_axis, emotional_load_axis]",transition_buffer: cross-family primary exception bounded by EL_AFTER_EFFECT source context; does not create independent rhythm_daily_flow conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,0,L,private_low,needs_review,source_bounded_cross_family_primary,no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; zero_not_negative_no_meaningful_source_axis_contribution,signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added
Q060,D,EL,EL_AFTER_EFFECT,reflection_revisit,scope_expansion,"boundary_awareness, later_review, self_observation_strength","[awareness_reflection_axis] + [boundary_scope_axis, awareness_reflection_axis, emotional_load_axis]",scope_expansion: cross-family primary exception bounded by EL_AFTER_EFFECT source context; does not create independent boundary conclusion; boundary_awareness: cross-family auxiliary modifier; does not create independent subdimension conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_low,needs_review,source_bounded_cross_family_primary,no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q060,E,EL,EL_AFTER_EFFECT,reflection_revisit,purpose_recall,"later_review, self_observation_strength","[awareness_reflection_axis] + [action_entry_axis, awareness_reflection_axis, emotional_load_axis]",purpose_recall: cross-family primary exception bounded by EL_AFTER_EFFECT source context; does not create independent action conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_low,needs_review,source_bounded_cross_family_primary,no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q061,A,SD,SD_REPLY_PRESSURE,core_behavior,reply_delay_buffer,none,"[baseline_tendency_axis, social_context_modulation_axis] + [social_distance_axis]",none,3,H,private_low,none,native_source_contribution,no_reply_or_contact_advice,unchanged
Q061,B,SD,SD_REPLY_PRESSURE,core_behavior,decision_pause,reply_delay_buffer,"[baseline_tendency_axis, social_context_modulation_axis] + [clarity_decision_axis, social_distance_axis]",decision_pause: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent clarity_decision conclusion,0,L,private_low,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; zero_not_negative_no_meaningful_source_axis_contribution,"signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added; reviewRouting recalibrated: none -> needs_review; routing is privacy review, not score"
Q061,C,SD,SD_REPLY_PRESSURE,core_behavior,social_modulation,"reply_delay_buffer, returnable_distance","[baseline_tendency_axis, social_context_modulation_axis] + [social_distance_axis]","modifier_only: reply_delay_buffer, returnable_distance",3,M,private_medium,needs_review,native_source_contribution,no_reply_or_contact_advice; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,"confidenceBand decoupled from signalStrength: H -> M; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q061,D,SD,SD_REPLY_PRESSURE,core_behavior,reply_delay_buffer,none,"[baseline_tendency_axis, social_context_modulation_axis] + [social_distance_axis]",none,3,H,private_low,none,native_source_contribution,no_reply_or_contact_advice,unchanged
Q061,E,SD,SD_REPLY_PRESSURE,core_behavior,recovery_margin_need,"reply_delay_buffer, quiet_reset_need","[baseline_tendency_axis, social_context_modulation_axis, recovery_adjustment_axis] + [recovery_margin_axis, social_distance_axis, emotional_load_axis]",recovery_margin_need: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent recovery_pattern conclusion; quiet_reset_need: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_therapy_or_wellness_prescription; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,"cross-family containment note added; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q062,A,SD,SD_REPLY_PRESSURE,scenario_pressure,reply_delay_buffer,"boundary_awareness, recovery_margin_need","[pressure_response_axis, social_context_modulation_axis, recovery_adjustment_axis] + [social_distance_axis, boundary_scope_axis, recovery_margin_axis]",boundary_awareness: cross-family auxiliary modifier; does not create independent subdimension conclusion; recovery_margin_need: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_low,needs_review,modifier_only,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; no_work_family_duty_judgment; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q062,B,SD,SD_REPLY_PRESSURE,scenario_pressure,response_timing_buffer,"reply_delay_buffer, recovery_margin_need","[pressure_response_axis, social_context_modulation_axis, recovery_adjustment_axis] + [boundary_scope_axis, social_distance_axis, recovery_margin_axis]",response_timing_buffer: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent boundary conclusion; recovery_margin_need: cross-family auxiliary modifier; does not create independent subdimension conclusion,0,L,private_low,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; zero_not_negative_no_meaningful_source_axis_contribution,signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added
Q062,C,SD,SD_REPLY_PRESSURE,scenario_pressure,boundary_awareness,"reply_delay_buffer, recovery_margin_need","[pressure_response_axis, social_context_modulation_axis, recovery_adjustment_axis] + [boundary_scope_axis, social_distance_axis, recovery_margin_axis]",boundary_awareness: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent boundary conclusion; recovery_margin_need: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_low,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; no_work_family_duty_judgment; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q062,D,SD,SD_REPLY_PRESSURE,scenario_pressure,reply_pressure,"social_modulation, recovery_margin_need","[pressure_response_axis, social_context_modulation_axis, recovery_adjustment_axis] + [social_distance_axis, recovery_margin_axis]",recovery_margin_need: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_medium,needs_human_review_sensitive,modifier_only,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q062,E,SD,SD_REPLY_PRESSURE,scenario_pressure,quiet_reset_need,"reply_delay_buffer, recovery_margin_need","[pressure_response_axis, social_context_modulation_axis, recovery_adjustment_axis] + [emotional_load_axis, social_distance_axis, recovery_margin_axis]",quiet_reset_need: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent emotional_load conclusion; recovery_margin_need: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_therapy_or_wellness_prescription; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,"cross-family containment note added; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q063,A,SD,SD_REPLY_PRESSURE,social_contextual,reply_pressure,"social_modulation, reply_delay_buffer",[social_context_modulation_axis] + [social_distance_axis],"modifier_only: social_modulation, reply_delay_buffer",2,M,private_medium,needs_human_review_sensitive,native_source_contribution,no_reply_or_contact_advice; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q063,B,SD,SD_REPLY_PRESSURE,social_contextual,response_pause,"social_modulation, load_externalization","[social_context_modulation_axis] + [boundary_scope_axis, social_distance_axis, emotional_load_axis]",response_pause: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent boundary conclusion; load_externalization: cross-family auxiliary modifier; does not create independent subdimension conclusion,0,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity; zero_not_negative_no_meaningful_source_axis_contribution,"signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q063,C,SD,SD_REPLY_PRESSURE,social_contextual,reply_delay_buffer,"social_modulation, returnable_distance",[social_context_modulation_axis] + [social_distance_axis],"modifier_only: social_modulation, returnable_distance",2,M,private_medium,needs_review,native_source_contribution,no_reply_or_contact_advice; privacy_routing_not_severity; sensitivity_not_severity,"reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q063,D,SD,SD_REPLY_PRESSURE,social_contextual,role_load,"social_modulation, inner_weight_accumulation","[social_context_modulation_axis] + [boundary_scope_axis, social_distance_axis, emotional_load_axis]",role_load: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent boundary conclusion; inner_weight_accumulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_high,needs_human_review_sensitive,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_work_family_duty_judgment; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q063,E,SD,SD_REPLY_PRESSURE,social_contextual,unclear_load,"social_modulation, inner_weight_accumulation","[social_context_modulation_axis] + [emotional_load_axis, social_distance_axis]",unclear_load: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent emotional_load conclusion; inner_weight_accumulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,"cross-family containment note added; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q064,A,SD,SD_REPLY_PRESSURE,recovery_adjustment,small_start,method_shift,"[recovery_adjustment_axis] + [rhythm_structure_axis, recovery_margin_axis, social_distance_axis]",small_start: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent rhythm_daily_flow conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,public_safe,needs_review,source_bounded_cross_family_primary,no_therapy_or_wellness_prescription; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,"cross-family containment note added; reviewRouting recalibrated: none -> needs_review; routing is privacy review, not score"
Q064,B,SD,SD_REPLY_PRESSURE,recovery_adjustment,partial_reasoning,"load_externalization, method_shift","[recovery_adjustment_axis] + [clarity_decision_axis, emotional_load_axis, recovery_margin_axis, social_distance_axis]",partial_reasoning: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent clarity_decision conclusion; load_externalization: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_therapy_or_wellness_prescription; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,"cross-family containment note added; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q064,C,SD,SD_REPLY_PRESSURE,recovery_adjustment,scope_expansion,"reply_delay_buffer, small_start, boundary_awareness, method_shift","[recovery_adjustment_axis, social_context_modulation_axis] + [boundary_scope_axis, social_distance_axis, rhythm_structure_axis, recovery_margin_axis]",scope_expansion: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent boundary conclusion; small_start: cross-family auxiliary modifier; does not create independent subdimension conclusion; boundary_awareness: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_low,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; no_work_family_duty_judgment; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q064,D,SD,SD_REPLY_PRESSURE,recovery_adjustment,environment_setup,"social_modulation, reset_by_place, method_shift","[recovery_adjustment_axis, social_context_modulation_axis] + [action_entry_axis, social_distance_axis, recovery_margin_axis]",environment_setup: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent action conclusion; reset_by_place: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_low,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q064,E,SD,SD_REPLY_PRESSURE,recovery_adjustment,explanation_recovery,"inner_weight_accumulation, method_shift","[recovery_adjustment_axis] + [clarity_decision_axis, emotional_load_axis, recovery_margin_axis, social_distance_axis]",explanation_recovery: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent clarity_decision conclusion; inner_weight_accumulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,0,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_therapy_or_wellness_prescription; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity; zero_not_negative_no_meaningful_source_axis_contribution,"signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q065,A,SD,SD_REPLY_PRESSURE,reflection_revisit,reply_pressure,"social_modulation, later_review, self_observation_strength","[awareness_reflection_axis, social_context_modulation_axis] + [social_distance_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_human_review_sensitive,modifier_only,no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q065,B,SD,SD_REPLY_PRESSURE,reflection_revisit,explanation_pressure,"load_externalization, later_review, self_observation_strength","[awareness_reflection_axis] + [clarity_decision_axis, emotional_load_axis, awareness_reflection_axis, social_distance_axis]",explanation_pressure: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent clarity_decision conclusion; load_externalization: cross-family auxiliary modifier; does not create independent subdimension conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,"cross-family containment note added; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q065,C,SD,SD_REPLY_PRESSURE,reflection_revisit,returnable_distance,"social_modulation, later_review, self_observation_strength","[awareness_reflection_axis, social_context_modulation_axis] + [social_distance_axis, awareness_reflection_axis]",later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_review,modifier_only,no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity,"reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q065,D,SD,SD_REPLY_PRESSURE,reflection_revisit,post_event_residue,"reply_pressure, later_review, self_observation_strength","[awareness_reflection_axis, social_context_modulation_axis] + [emotional_load_axis, social_distance_axis, awareness_reflection_axis]",post_event_residue: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent emotional_load conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_human_review_sensitive,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q065,E,SD,SD_REPLY_PRESSURE,reflection_revisit,recovery_margin_need,"quiet_reset_need, later_review, self_observation_strength","[awareness_reflection_axis, recovery_adjustment_axis] + [recovery_margin_axis, emotional_load_axis, awareness_reflection_axis, social_distance_axis]",recovery_margin_need: cross-family primary exception bounded by SD_REPLY_PRESSURE source context; does not create independent recovery_pattern conclusion; quiet_reset_need: cross-family auxiliary modifier; does not create independent subdimension conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion; self_observation_strength: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_therapy_or_wellness_prescription; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,"cross-family containment note added; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q066,A,SD,SD_ATMOSPHERE_READING,core_behavior,atmosphere_reading,none,"[baseline_tendency_axis, social_context_modulation_axis] + [social_distance_axis]",none,3,M,private_low,needs_review,native_source_contribution,internal_private_no_public_copy; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q066,B,SD,SD_ATMOSPHERE_READING,core_behavior,social_modulation,none,"[baseline_tendency_axis, social_context_modulation_axis] + [social_distance_axis]",none,3,M,private_low,needs_review,native_source_contribution,no_reply_or_contact_advice; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q066,C,SD,SD_ATMOSPHERE_READING,core_behavior,boundary_awareness,none,"[baseline_tendency_axis] + [boundary_scope_axis, social_distance_axis]",boundary_awareness: cross-family primary exception bounded by SD_ATMOSPHERE_READING source context; does not create independent boundary conclusion,1,L,private_low,needs_review,source_bounded_cross_family_primary,no_work_family_duty_judgment; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q066,D,SD,SD_ATMOSPHERE_READING,core_behavior,delayed_notice,later_review,"[baseline_tendency_axis, awareness_reflection_axis] + [awareness_reflection_axis, social_distance_axis]",delayed_notice: cross-family primary exception bounded by SD_ATMOSPHERE_READING source context; does not create independent self_observation conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_low,needs_review,source_bounded_cross_family_primary,no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q066,E,SD,SD_ATMOSPHERE_READING,core_behavior,schedule_reframe,"social_modulation, boundary_awareness","[baseline_tendency_axis, social_context_modulation_axis] + [rhythm_structure_axis, social_distance_axis, boundary_scope_axis]",schedule_reframe: cross-family primary exception bounded by SD_ATMOSPHERE_READING source context; does not create independent rhythm_daily_flow conclusion; boundary_awareness: cross-family auxiliary modifier; does not create independent subdimension conclusion,0,L,private_low,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; no_work_family_duty_judgment; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; zero_not_negative_no_meaningful_source_axis_contribution,signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added
Q067,A,SD,SD_ATMOSPHERE_READING,scenario_pressure,delayed_entry,recovery_margin_need,"[pressure_response_axis, recovery_adjustment_axis] + [rhythm_structure_axis, recovery_margin_axis, social_distance_axis]",delayed_entry: cross-family primary exception bounded by SD_ATMOSPHERE_READING source context; does not create independent rhythm_daily_flow conclusion; recovery_margin_need: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,public_safe,needs_review,source_bounded_cross_family_primary,no_therapy_or_wellness_prescription; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q067,B,SD,SD_ATMOSPHERE_READING,scenario_pressure,atmosphere_reading,"social_modulation, recovery_margin_need","[pressure_response_axis, social_context_modulation_axis, recovery_adjustment_axis] + [social_distance_axis, recovery_margin_axis]",recovery_margin_need: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_low,needs_review,modifier_only,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q067,C,SD,SD_ATMOSPHERE_READING,scenario_pressure,social_modulation,recovery_margin_need,"[pressure_response_axis, social_context_modulation_axis, recovery_adjustment_axis] + [social_distance_axis, recovery_margin_axis]",recovery_margin_need: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_low,needs_review,modifier_only,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q067,D,SD,SD_ATMOSPHERE_READING,scenario_pressure,scope_expansion,"boundary_awareness, recovery_margin_need","[pressure_response_axis, recovery_adjustment_axis] + [boundary_scope_axis, recovery_margin_axis, social_distance_axis]",scope_expansion: cross-family primary exception bounded by SD_ATMOSPHERE_READING source context; does not create independent boundary conclusion; boundary_awareness: cross-family auxiliary modifier; does not create independent subdimension conclusion; recovery_margin_need: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_low,needs_review,source_bounded_cross_family_primary,no_therapy_or_wellness_prescription; no_work_family_duty_judgment; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q067,E,SD,SD_ATMOSPHERE_READING,scenario_pressure,returnable_distance,recovery_margin_need,"[pressure_response_axis, social_context_modulation_axis, recovery_adjustment_axis] + [social_distance_axis, recovery_margin_axis]",recovery_margin_need: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_medium,needs_review,modifier_only,no_reply_or_contact_advice; no_therapy_or_wellness_prescription; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,"confidenceBand decoupled from signalStrength: H -> M; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q068,A,SD,SD_ATMOSPHERE_READING,social_contextual,social_modulation,none,[social_context_modulation_axis] + [social_distance_axis],none,2,M,private_low,needs_review,native_source_contribution,no_reply_or_contact_advice,unchanged
Q068,B,SD,SD_ATMOSPHERE_READING,social_contextual,atmosphere_reading,"social_modulation, quiet_reset_need","[social_context_modulation_axis] + [social_distance_axis, emotional_load_axis]",quiet_reset_need: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_review,modifier_only,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_therapy_or_wellness_prescription; privacy_routing_not_severity; sensitivity_not_severity,"reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q068,C,SD,SD_ATMOSPHERE_READING,social_contextual,social_modulation,quiet_reset_need,"[social_context_modulation_axis] + [social_distance_axis, emotional_load_axis]",quiet_reset_need: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_review,modifier_only,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_therapy_or_wellness_prescription; privacy_routing_not_severity; sensitivity_not_severity,"reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
Q068,D,SD,SD_ATMOSPHERE_READING,social_contextual,scope_expansion,"later_review, social_modulation","[social_context_modulation_axis, awareness_reflection_axis] + [boundary_scope_axis, awareness_reflection_axis, social_distance_axis]",scope_expansion: cross-family primary exception bounded by SD_ATMOSPHERE_READING source context; does not create independent boundary conclusion; later_review: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_low,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q068,E,SD,SD_ATMOSPHERE_READING,social_contextual,boundary_awareness,social_modulation,"[social_context_modulation_axis] + [boundary_scope_axis, social_distance_axis]",boundary_awareness: cross-family primary exception bounded by SD_ATMOSPHERE_READING source context; does not create independent boundary conclusion,1,L,private_low,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; no_work_family_duty_judgment; source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score,cross-family containment note added
Q069,A,SD,SD_ATMOSPHERE_READING,recovery_adjustment,quiet_reset_need,"social_modulation, returnable_distance, method_shift","[recovery_adjustment_axis, social_context_modulation_axis] + [emotional_load_axis, social_distance_axis, recovery_margin_axis]",quiet_reset_need: cross-family primary exception bounded by SD_ATMOSPHERE_READING source context; does not create independent emotional_load conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_therapy_or_wellness_prescription; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,"cross-family containment note added; reviewRouting recalibrated: needs_human_review_sensitive -> needs_review; routing is privacy review, not score"
